,year,file,industry,sic_code,sic_cat
3560,2013,2013-05-28_1060749.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
3561,2013,2013-05-28_1277092.,MEAT PACKING PLANTS,2011,Manufacturing
3562,2013,2013-05-30_60849.,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,3560,Manufacturing
3563,2013,2013-05-31_1514732.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
3564,2013,2013-05-31_826083.,ELECTRONIC COMPUTERS,3571,Manufacturing
3565,2013,2013-06-04_724267.,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663,Manufacturing
3566,2013,2013-06-07_1113784.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
3567,2013,2013-06-10_1274644.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3568,2013,2013-06-10_12978.,WHOLESALE-PAPER AND PAPER PRODUCTS,5110,Wholesale Trade
3569,2013,2013-06-10_701345.,"AIR TRANSPORTATION, SCHEDULED",4512,Transportation
3570,2013,2013-06-12_1006837.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3571,2013,2013-06-13_1477598.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3572,2013,2013-06-13_916459.,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,3560,Manufacturing
3573,2013,2013-06-18_911649.,MISCELLANEOUS CHEMICAL PRODUCTS,2890,Manufacturing
3574,2013,2013-06-20_1042825.,"ELECTRONIC COMPONENTS, NEC",3679,Manufacturing
3575,2013,2013-06-24_1013238.,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
3576,2013,2013-06-24_1034669.,TELEVISION BROADCASTING STATIONS,4833,Transportation
3577,2013,2013-06-25_835729.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3578,2013,2013-06-27_1130888.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3579,2013,2013-06-27_1160858.,APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL,2300,Manufacturing
3580,2013,2013-07-01_1101020.,"CANNED, FROZEN & PRESERVED FRUIT, VEG & FOOD SPECIALTIES",2030,Manufacturing
3581,2013,2013-07-03_1166789.,TELEVISION BROADCASTING STATIONS,4833,Transportation
3582,2013,2013-07-03_1426780.,INDUSTRIAL ORGANIC CHEMICALS,2860,Manufacturing
3583,2013,2013-07-09_899597.,PULP MILLS,2611,Manufacturing
3584,2013,2013-07-10_5133.,GREETING CARDS,2771,Manufacturing
3585,2013,2013-07-11_878522.,SERVICES-PERSONAL SERVICES,7200,Services
3586,2013,2013-07-16_1298978.,SERVICES-ADVERTISING,7310,Services
3587,2013,2013-07-16_783603.,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
3588,2013,2013-07-18_1032761.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
3589,2013,2013-07-22_1073431.,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),2836,Manufacturing
3590,2013,2013-07-24_1268659.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3591,2013,2013-07-25_65201.,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFYING EQUIP,3564,Manufacturing
3592,2013,2013-07-26_732412.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3593,2013,2013-07-31_1057689.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3594,2013,2013-07-31_928592.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3595,2013,2013-08-01_1323854.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3596,2013,2013-08-01_884629.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3597,2013,2013-08-06_1386198.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3598,2013,2013-08-08_1102741.,COMPUTER STORAGE DEVICES,3572,Manufacturing
3599,2013,2013-08-09_914142.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
3600,2013,2013-08-14_1070154.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
3601,2013,2013-08-16_1032067.,OPTICAL INSTRUMENTS & LENSES,3827,Manufacturing
3602,2013,2013-08-19_91388.,MEAT PACKING PLANTS,2011,Manufacturing
3603,2013,2013-08-20_1471458.,RETAIL-APPAREL & ACCESSORY STORES,5600,Retail Trade
3604,2013,2013-08-20_741508.,ELECTRIC & OTHER SERVICES COMBINED,4931,Transportation
3605,2013,2013-08-21_356080.,TELEVISION BROADCASTING STATIONS,4833,Transportation
3606,2013,2013-08-22_1191857.,PAPERBOARD CONTAINERS & BOXES,2650,Manufacturing
3607,2013,2013-08-23_1071993.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3608,2013,2013-08-23_813779.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3609,2013,2013-08-27_1323531.,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340,Manufacturing
3610,2013,2013-08-27_85704.,RETAIL-GROCERY STORES,5411,Retail Trade
3611,2013,2013-08-30_24491.,TIRES AND INNER TUBES,3011,Manufacturing
3612,2013,2013-09-05_1389030.,NATURAL GAS TRANSMISSION,4922,Transportation
3613,2013,2013-09-05_1458891.,DRILLING OIL & GAS WELLS,1381,Mining
3614,2013,2013-09-09_1168195.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374,Services
3615,2013,2013-09-17_1065049.,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
3616,2013,2013-09-17_795551.,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,3825,Manufacturing
3617,2013,2013-09-18_1142576.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3618,2013,2013-09-20_1099305.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3619,2013,2013-09-20_8504.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3620,2013,2013-09-27_1331520.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3621,2013,2013-09-30_354260.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
3622,2013,2013-10-01_30302.,RETAIL-VARIETY STORES,5331,Retail Trade
3623,2013,2013-10-02_1372375.,SERVICES-ADVERTISING AGENCIES,7311,Services
3624,2013,2013-10-03_18169.,AGRICULTURE PRODUCTION - CROPS,100,Agriculture
3625,2013,2013-10-03_812900.,RETAIL-DEPARTMENT STORES,5311,Retail Trade
3626,2013,2013-10-07_748268.,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,6153,"Finance, Insurance and Real Estate"
3627,2013,2013-10-11_868368.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
3628,2013,2013-10-15_69671.,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140,Wholesale Trade
3629,2013,2013-10-16_67472.,ELECTRONIC CONNECTORS,3678,Manufacturing
3630,2013,2013-10-16_718789.,MISCELLANEOUS MANUFACTURING INDUSTRIES,3990,Manufacturing
3631,2013,2013-10-21_1031028.,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663,Manufacturing
3632,2013,2013-10-23_1036070.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3633,2013,2013-10-28_110536.,SERVICES-TESTING LABORATORIES,8734,Services
3634,2013,2013-10-29_1321268.,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
3635,2013,2013-10-31_1429775.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
3636,2013,2013-11-01_1272430.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3637,2013,2013-11-01_1434743.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3638,2013,2013-11-04_1499961.,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374,Services
3639,2013,2013-11-06_778972.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3640,2013,2013-11-07_887497.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3641,2013,2013-11-08_1068300.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3642,2013,2013-11-08_1534463.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3643,2013,2013-11-12_1407463.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3644,2013,2013-11-13_1283709.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
3645,2013,2013-11-13_1411861.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
3646,2013,2013-11-15_713002.,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",3569,Manufacturing
3647,2013,2013-11-15_778438.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3648,2013,2013-11-18_1100969.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3649,2013,2013-11-22_792985.,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062,Services
3650,2013,2013-11-27_1481506.,NATURAL GAS TRANSMISSION,4922,Transportation
3651,2013,2013-12-03_1493761.,"COMMUNICATIONS EQUIPMENT, NEC",3669,Manufacturing
3652,2013,2013-12-04_1038280.,SERVICES-PERSONAL SERVICES,7200,Services
3653,2013,2013-12-04_1534675.,FLAT GLASS,3211,Manufacturing
3654,2013,2013-12-04_1545208.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
3655,2013,2013-12-06_1241199.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3656,2013,2013-12-10_732712.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3657,2013,2013-12-11_890923.,ELECTRICAL INDUSTRIAL APPARATUS,3620,Manufacturing
3658,2013,2013-12-16_1170154.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3659,2013,2013-12-19_889930.,COMPUTER STORAGE DEVICES,3572,Manufacturing
3660,2013,2013-12-20_25793.,"PENS, PENCILS & OTHER ARTISTS' MATERIALS",3950,Manufacturing
3661,2013,2013-12-20_921500.,COMMERCIAL PRINTING,2750,Manufacturing
3662,2013,2013-12-23_1072847.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3663,2013,2013-12-23_1425923.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3664,2013,2013-12-26_1145404.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3665,2014,2014-01-09_1398551.,AGRICULTURE CHEMICALS,2870,Manufacturing
3666,2014,2014-01-10_1062128.,MISCELLANEOUS CHEMICAL PRODUCTS,2890,Manufacturing
3667,2014,2014-01-13_16614.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
3668,2014,2014-01-13_934448.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
3669,2014,2014-01-15_1003950.,COMPUTER COMMUNICATIONS EQUIPMENT,3576,Manufacturing
3670,2014,2014-01-15_1025536.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3671,2014,2014-01-16_1329011.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3672,2014,2014-01-16_1387361.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3673,2014,2014-01-22_891106.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
3674,2014,2014-01-23_1126216.,"COMMUNICATION SERVICES, NEC",4899,Transportation
3675,2014,2014-01-28_1100962.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3676,2014,2014-01-29_868267.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
3677,2014,2014-01-31_745308.,LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),6552,"Finance, Insurance and Real Estate"
3678,2014,2014-02-04_1400431.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3679,2014,2014-02-04_946823.,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731,Transportation
3680,2014,2014-02-05_1209821.,WHOLESALE-PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS),5172,Wholesale Trade
3681,2014,2014-02-05_1405049.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3682,2014,2014-02-11_1186519.,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),2836,Manufacturing
3683,2014,2014-02-14_1011174.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3684,2014,2014-02-18_941138.,ELECTRIC SERVICES,4911,Transportation
3685,2014,2014-02-19_789073.,BEVERAGES,2080,Manufacturing
3686,2014,2014-02-20_1144945.,NATURAL GAS TRANSMISSION,4922,Transportation
3687,2014,2014-02-20_755003.,"COATING, ENGRAVING & ALLIED SERVICES",3470,Manufacturing
3688,2014,2014-02-24_1091735.,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731,Transportation
3689,2014,2014-02-25_812301.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
3690,2014,2014-03-06_874016.,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",2330,Manufacturing
3691,2014,2014-03-10_1485933.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3692,2014,2014-03-10_730000.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3693,2014,2014-03-11_703360.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3694,2014,2014-03-12_1041577.,INDUSTRIAL INORGANIC CHEMICALS,2810,Manufacturing
3695,2014,2014-03-17_1058690.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3696,2014,2014-03-21_921768.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3697,2014,2014-03-24_1003130.,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",8093,Services
3698,2014,2014-03-25_1386926.,FINANCE SERVICES,6199,"Finance, Insurance and Real Estate"
3699,2014,2014-03-26_77360.,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),3550,Manufacturing
3700,2014,2014-03-27_1352302.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3701,2014,2014-04-01_1519817.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
3702,2014,2014-04-03_1005010.,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
3703,2014,2014-04-07_923796.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3704,2014,2014-04-08_355766.,"BROADWOVEN FABRIC MILS, MAN MADE FIBER & SILK",2221,Manufacturing
3705,2014,2014-04-08_845289.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3706,2014,2014-04-11_1413440.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3707,2014,2014-04-15_1029023.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3708,2014,2014-04-16_68145.,RETAIL-EATING PLACES,5812,Retail Trade
3709,2014,2014-04-21_1343719.,OIL AND GAS FIELD EXPLORATION SERVICES,1382,Mining
3710,2014,2014-04-21_750199.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3711,2014,2014-04-24_934538.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3712,2014,2014-05-01_109156.,RETAIL-JEWELRY STORES,5944,Retail Trade
3713,2014,2014-05-01_1271625.,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",6099,"Finance, Insurance and Real Estate"
3714,2014,2014-05-02_1398551.,AGRICULTURE CHEMICALS,2870,Manufacturing
3715,2014,2014-05-02_93631.,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340,Manufacturing
3716,2014,2014-05-06_1578845.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3717,2014,2014-05-06_38074.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3718,2014,2014-05-09_1310157.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3719,2014,2014-05-14_1143921.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3720,2014,2014-05-14_6951.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3721,2014,2014-05-15_1001871.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
3722,2014,2014-05-20_1561680.,OPERATIVE BUILDERS,1531,Construction
3723,2014,2014-05-21_730716.,OPTICAL INSTRUMENTS & LENSES,3827,Manufacturing
3724,2014,2014-05-23_775345.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3725,2014,2014-05-27_892482.,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
3726,2014,2014-05-28_82473.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3727,2014,2014-05-30_97472.,"CEMENT, HYDRAULIC",3241,Manufacturing
3728,2014,2014-06-03_1109196.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3729,2014,2014-06-04_1484478.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3730,2014,2014-06-05_1001604.,SERVICES-NURSING & PERSONAL CARE FACILITIES,8050,Services
3731,2014,2014-06-05_1205727.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3732,2014,2014-06-11_1492832.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3733,2014,2014-06-16_1054579.,RETAIL- COMPUTER & PRERECORDED TAPE STORES,5735,Retail Trade
3734,2014,2014-06-16_1579252.,MISCELLANEOUS MANUFACTURING INDUSTRIES,3990,Manufacturing
3735,2014,2014-06-18_834162.,HOTELS & MOTELS,7011,Services
3736,2014,2014-06-19_1302177.,MISCELLANEOUS MANUFACTURING INDUSTRIES,3990,Manufacturing
3737,2014,2014-06-19_86144.,RETAIL-GROCERY STORES,5411,Retail Trade
3738,2014,2014-06-26_37008.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3739,2014,2014-06-30_353191.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3740,2014,2014-06-30_704159.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
3741,2014,2014-07-01_44689.,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512,"Finance, Insurance and Real Estate"
3742,2014,2014-07-03_1001907.,GUIDED MISSILES & SPACE VEHICLES & PARTS,3760,Manufacturing
3743,2014,2014-07-03_1289592.,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
3744,2014,2014-07-03_1326364.,NATURAL GAS TRANSMISSION,4922,Transportation
3745,2014,2014-07-03_891417.,"COMMUNICATIONS EQUIPMENT, NEC",3669,Manufacturing
3746,2014,2014-07-07_1510326.,SERVICES-MOTION PICTURE THEATERS,7830,Services
3747,2014,2014-07-08_1083712.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
3748,2014,2014-07-14_891288.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3749,2014,2014-07-16_886475.,SERVICES-ADVERTISING,7310,Services
3750,2014,2014-07-24_1575571.,TELEVISION BROADCASTING STATIONS,4833,Transportation
3751,2014,2014-07-24_216539.,TELEVISION BROADCASTING STATIONS,4833,Transportation
3752,2014,2014-07-24_778734.,"MEASURING & CONTROLLING DEVICES, NEC",3829,Manufacturing
3753,2014,2014-07-29_1415277.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3754,2014,2014-07-29_833444.,SERVICES-MISCELLANEOUS BUSINESS SERVICES,7380,Services
3755,2014,2014-07-30_1361709.,RETAIL-CONVENIENCE STORES,5412,Retail Trade
3756,2014,2014-07-31_1379075.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3757,2014,2014-08-01_749872.,"FOOTWEAR, (NO RUBBER)",3140,Manufacturing
3758,2014,2014-08-06_101063.,AGRICULTURE PRODUCTION - CROPS,100,Agriculture
3759,2014,2014-08-07_922717.,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",5047,Wholesale Trade
3760,2014,2014-08-08_1487990.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3761,2014,2014-08-08_1492426.,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
3762,2014,2014-08-11_879682.,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
3763,2014,2014-08-12_1135971.,ELECTRIC & OTHER SERVICES COMBINED,4931,Transportation
3764,2014,2014-08-13_1581889.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
3765,2014,2014-08-21_1465112.,"COMMUNICATION SERVICES, NEC",4899,Transportation
3766,2014,2014-08-22_1557255.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3767,2014,2014-08-25_1493182.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3768,2014,2014-08-25_355429.,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
3769,2014,2014-08-25_748270.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
3770,2014,2014-08-27_766561.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3771,2014,2014-09-05_1377013.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
3772,2014,2014-09-05_1470795.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3773,2014,2014-09-09_708870,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
3774,2014,2014-09-15_1493491.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3775,2014,2014-09-17_102379.,SERVICES-ENGINEERING SERVICES,8711,Services
3776,2014,2014-09-18_1373670.,INDUSTRIAL ORGANIC CHEMICALS,2860,Manufacturing
3777,2014,2014-09-23_1284506.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3778,2014,2014-09-26_1057758.,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
3779,2014,2014-09-29_854398.,ELECTRONIC COMPUTERS,3571,Manufacturing
3780,2014,2014-09-30_1402366.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
3781,2014,2014-10-01_1315695.,CHEMICALS & ALLIED PRODUCTS,2800,Manufacturing
3782,2014,2014-10-02_1094019.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
3783,2014,2014-10-07_316793.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3784,2014,2014-10-07_354655.,OIL & GAS FILED MACHINERY & EQUIPMENT,3533,Manufacturing
3785,2014,2014-10-08_1410711.,"WHOLESALE-METALS, MINERALS (NO PETROLEUM)",5050,Wholesale Trade
3786,2014,2014-10-08_1473597.,UNSUPPORTED PLASTICS FILM & SHEET,3081,Manufacturing
3787,2014,2014-10-14_1051470.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3788,2014,2014-10-14_1066026.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3789,2014,2014-10-14_878520.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
3790,2014,2014-10-14_916863.,ELECTRIC & OTHER SERVICES COMBINED,4931,Transportation
3791,2014,2014-10-16_880177.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3792,2014,2014-10-17_1090425.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3793,2014,2014-10-17_1502012.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3794,2014,2014-10-20_1168197.,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835,Manufacturing
3795,2014,2014-10-20_1267097.,MOTOR VEHICLE PARTS & ACCESSORIES,3714,Manufacturing
3796,2014,2014-10-20_2491.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3797,2014,2014-10-20_38079.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3798,2014,2014-10-21_1063665.,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835,Manufacturing
3799,2014,2014-10-22_1135017.,PIPE LINES (NO NATURAL GAS),4610,Transportation
3800,2014,2014-10-22_1316656.,ENGINES & TURBINES,3510,Manufacturing
3801,2014,2014-10-22_1410838.,NATURAL GAS TRANSMISSION,4922,Transportation
3802,2014,2014-10-22_1485964.,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
3803,2014,2014-10-22_808326.,SEMICONDUCTORS & RELATED DEVICES,3674,Manufacturing
3804,2014,2014-10-22_888228.,NATURAL GAS TRANSMISSION,4922,Transportation
3805,2014,2014-10-22_896400.,SERVICES-AMUSEMENT & RECREATION SERVICES,7900,Services
3806,2014,2014-10-24_1029581.,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
3807,2014,2014-10-24_1505823.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
3808,2014,2014-10-28_34408.,RETAIL-VARIETY STORES,5331,Retail Trade
3809,2014,2014-10-29_1085280.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3810,2014,2014-10-29_1255474.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3811,2014,2014-10-29_1322866.,OIL AND GAS FIELD EXPLORATION SERVICES,1382,Mining
3812,2014,2014-10-29_1455271.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
3813,2014,2014-10-31_1044082.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
3814,2014,2014-10-31_1372375.,SERVICES-ADVERTISING AGENCIES,7311,Services
3815,2014,2014-11-03_1094742.,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
3816,2014,2014-11-03_1383803.,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
3817,2014,2014-11-03_1575360.,RETAIL-NONSTORE RETAILERS,5960,Retail Trade
3818,2014,2014-11-03_90185.,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,5160,Wholesale Trade
3819,2014,2014-11-04_1080034.,SERVICES-ADVERTISING AGENCIES,7311,Services
3820,2014,2014-11-04_1292055.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
3821,2014,2014-11-04_859014.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
3822,2014,2014-11-10_10254.,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
3823,2014,2014-11-10_1101169.,PRINTED CIRCUIT BOARDS,3672,Manufacturing
3824,2014,2014-11-18_1317577.,ELECTRICAL WORK,1731,Construction
3825,2014,2014-11-18_1334814.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
